"idt_ra","des_fase","des_turma","num_idade","num_inde","nam_pedra","num_iaa","num_ian","num_ieg","num_ips","num_ida","des_indicado","des_atingiu_pv","num_ipv","nam_fase_ideal","num_defasagem","num_ano"
RA-985,1.0,"1P",9,8.2432,Topázio,8.5,10.0,10.0,6.3,7.5,"","",7.6,Fase 1 (3° e 4° ano),0,2024
RA-986,1.0,"1P",9,8.260340693,Topázio,10.0,10.0,9.3,6.3,8.5,"","",6.8,Fase 1 (3° e 4° ano),0,2024
RA-810,1.0,"1P",10,7.704770175,Ametista,7.5,5.0,9.5,5.6,9.0,"","",7.8,Fase 2 (5° e 6° ano),-1,2024
RA-987,1.0,"1P",9,8.302886147,Topázio,9.0,10.0,9.1,7.5,7.5,"","",7.8,Fase 1 (3° e 4° ano),0,2024
RA-988,1.0,"1P",10,8.176533333,Topázio,9.5,5.0,10.0,7.5,7.8,"","",8.0,Fase 2 (5° e 6° ano),-1,2024
RA-805,1.0,"1R",10,6.937586905,Ágata,8.5,5.0,9.5,4.4,6.0,"","",6.7,Fase 2 (5° e 6° ano),-1,2024
RA-806,1.0,"1R",10,6.972777381,Ágata,8.5,5.0,6.9,7.5,6.8,"","",6.9,Fase 2 (5° e 6° ano),-1,2024
RA-807,1.0,"1R",10,7.797628571,Ametista,9.0,10.0,7.9,7.5,7.0,"","",7.1,Fase 1 (3° e 4° ano),0,2024
RA-808,1.0,"1R",10,8.7897,Topázio,9.0,10.0,10.0,7.5,8.8,"","",7.9,Fase 1 (3° e 4° ano),0,2024
RA-963,1.0,"1R",10,8.375080952,Topázio,7.5,10.0,9.8,7.5,7.5,"","",8.0,Fase 1 (3° e 4° ano),0,2024
RA-989,1.0,"1R",10,7.374378571,Ametista,9.5,10.0,7.9,6.3,6.0,"","",6.5,Fase 1 (3° e 4° ano),0,2024
RA-964,1.0,"1R",10,7.548241667,Ametista,9.5,5.0,8.3,7.5,7.3,"","",7.2,Fase 2 (5° e 6° ano),-1,2024
RA-1449,1.0,"1R",10,7.214341667,Ametista,7.4,5.0,8.3,7.5,6.8,"","",7.0,Fase 2 (5° e 6° ano),-1,2024
RA-801,1.0,"1R",10,6.6752,Ágata,9.0,5.0,5.8,7.5,8.0,"","",5.7,Fase 2 (5° e 6° ano),-1,2024
RA-1450,1.0,"1R",9,7.405235714,Ametista,9.5,10.0,8.6,7.5,3.5,"","",7.5,Fase 1 (3° e 4° ano),0,2024
RA-984,1.0,"1R",9,8.475080952,Topázio,9.5,10.0,9.8,7.5,7.0,"","",8.0,Fase 1 (3° e 4° ano),0,2024
RA-1451,1.0,"1R",11,7.560479762,Ametista,10.0,5.0,8.8,7.5,6.0,"","",7.8,Fase 2 (5° e 6° ano),-1,2024
RA-967,1.0,"1R",11,5.442610714,Quartzo,9.5,5.0,3.6,7.5,4.8,"","",5.0,Fase 2 (5° e 6° ano),-1,2024
RA-968,1.0,"1R",10,7.840354762,Ametista,9.0,5.0,8.8,7.5,7.8,"","",7.7,Fase 2 (5° e 6° ano),-1,2024
RA-521,2.0,"2A",11,7.479842857,Ametista,8.0,10.0,9.0,5.0,6.3,"","",7.3,Fase 2 (5° e 6° ano),0,2024
RA-821,2.0,"2A",11,6.643866667,Ágata,8.5,10.0,5.9,7.5,4.3,"","",6.7,Fase 2 (5° e 6° ano),0,2024
RA-1075,2.0,"2A",13,6.810081232,Ágata,7.5,5.0,8.5,3.8,6.0,"","",7.6,Fase 3 (7° e 8° ano),-1,2024
RA-1048,2.0,"2A",11,7.519866667,Ametista,8.5,10.0,6.8,6.3,6.3,"","",8.3,Fase 1 (3° e 4° ano),1,2024
RA-1082,2.0,"2A",13,6.611485714,Ágata,7.5,5.0,7.6,10.0,3.8,"","",6.9,Fase 3 (7° e 8° ano),-1,2024
RA-680,2.0,"2A",12,4.980071429,Quartzo,0.0,5.0,6.6,5.6,3.0,"","",6.6,Fase 3 (7° e 8° ano),-1,2024
RA-698,2.0,"2A",10,7.336319048,Ametista,9.0,10.0,8.3,6.9,4.5,"","",7.3,Fase 2 (5° e 6° ano),0,2024
RA-1452,2.0,"2A",12,8.626866667,Topázio,9.0,10.0,10.0,7.5,7.8,"","",8.2,Fase 2 (5° e 6° ano),0,2024
RA-1453,2.0,"2A",12,7.123485714,Ametista,8.5,5.0,7.8,6.3,6.5,"","",7.7,Fase 3 (7° e 8° ano),-1,2024
RA-1454,2.0,"2A",10,7.70422381,Ametista,8.0,10.0,5.9,7.5,7.8,"","",8.3,Fase 2 (5° e 6° ano),0,2024
RA-1455,2.0,"2A",12,6.644255556,Ágata,8.0,5.0,7.8,7.5,3.5,"","",7.8,Fase 3 (7° e 8° ano),-1,2024
RA-529,2.0,"2A",14,5.266128572,Quartzo,7.0,5.0,6.6,4.4,4.3,"","",4.9,Fase 3 (7° e 8° ano),-1,2024
RA-1456,2.0,"2A",11,8.492914286,Topázio,9.5,10.0,9.5,7.5,7.8,"","",7.9,Fase 2 (5° e 6° ano),0,2024
RA-1015,2.0,"2B",11,6.643252381,Ágata,7.9,10.0,7.8,7.5,4.0,"","",5.7,Fase 2 (5° e 6° ano),0,2024
RA-483,2.0,"2B",13,6.578604762,Ágata,8.5,5.0,5.6,6.3,5.3,"","",8.1,Fase 3 (7° e 8° ano),-1,2024
RA-497,2.0,"2B",15,4.496080952,Quartzo,7.5,5.0,6.1,5.6,1.0,"","",3.5,Fase 3 (7° e 8° ano),-1,2024
RA-1457,2.0,"2B",12,6.01977619,Ágata,3.5,5.0,8.0,7.5,2.8,"","",7.7,Fase 3 (7° e 8° ano),-1,2024
RA-688,2.0,"2B",11,8.986533333,Topázio,9.5,10.0,10.0,8.1,7.5,"","",9.5,Fase 2 (5° e 6° ano),0,2024
RA-696,2.0,"2B",10,7.482680952,Ametista,7.4,10.0,7.8,7.5,5.3,"","",8.0,Fase 2 (5° e 6° ano),0,2024
RA-1458,2.0,"2B",12,5.879073684,Quartzo,8.8,5.0,7.3,7.5,3.3,"","",5.2,Fase 3 (7° e 8° ano),-1,2024
RA-1034,2.0,"2B",11,8.033366667,Topázio,7.5,10.0,8.1,7.5,7.5,"","",8.2,Fase 2 (5° e 6° ano),0,2024
RA-491,2.0,"2B",12,6.995247619,Ágata,7.5,5.0,9.0,7.5,5.3,"","",7.2,Fase 3 (7° e 8° ano),-1,2024
RA-1027,2.0,"2B",11,8.220866667,Topázio,9.5,10.0,10.0,7.5,5.3,"","",8.4,Fase 2 (5° e 6° ano),0,2024
RA-1023,2.0,"2B",10,9.498580952,Topázio,9.5,10.0,9.5,9.4,9.5,"","",9.6,Fase 2 (5° e 6° ano),0,2024
RA-686,2.0,"2C",11,8.040259524,Topázio,8.0,10.0,8.8,6.9,7.3,"","",7.5,Fase 2 (5° e 6° ano),0,2024
RA-480,2.0,"2C",12,7.260202381,Ametista,6.3,10.0,8.1,7.5,5.0,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-1459,2.0,"2C",12,6.665390476,Ágata,8.0,5.0,8.3,7.5,3.8,"","",7.3,Fase 3 (7° e 8° ano),-1,2024
RA-1460,2.0,"2C",12,6.784805263,Ágata,9.5,10.0,7.5,7.5,3.3,"","",6.3,Fase 2 (5° e 6° ano),0,2024
RA-1017,2.0,"2C",12,7.345521429,Ametista,9.5,10.0,7.8,6.3,5.0,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-499,2.0,"2C",12,7.57947381,Ametista,8.5,10.0,9.0,7.5,4.8,"","",7.5,Fase 2 (5° e 6° ano),0,2024
RA-514,2.0,"2C",11,6.219580952,Ágata,9.0,10.0,7.6,4.4,3.0,"","",6.0,Fase 2 (5° e 6° ano),0,2024
RA-1461,2.0,"2C",12,6.871961905,Ágata,10.0,5.0,9.3,7.5,2.8,"","",7.3,Fase 3 (7° e 8° ano),-1,2024
RA-1462,2.0,"2D",13,7.624366667,Ametista,8.5,5.0,10.0,7.5,6.5,"","",7.1,Fase 3 (7° e 8° ano),-1,2024
RA-1463,2.0,"2D",12,9.074561111,Topázio,8.5,10.0,9.7,7.5,10.0,"","",8.1,Fase 2 (5° e 6° ano),0,2024
RA-1464,2.0,"2D",13,7.288424359,Ametista,8.0,5.0,7.8,7.5,6.3,"","",7.6,Fase 3 (7° e 8° ano),-1,2024
RA-687,2.0,"2D",11,8.273984461,Topázio,7.5,10.0,9.2,7.5,7.3,"","",8.0,Fase 2 (5° e 6° ano),0,2024
RA-1030,2.0,"2D",12,7.740191604,Ametista,7.4,10.0,8.3,4.4,8.0,"","",7.6,Fase 2 (5° e 6° ano),0,2024
RA-1465,2.0,"2D",12,7.334466667,Ametista,7.4,5.0,8.8,7.5,5.8,"","",7.8,Fase 3 (7° e 8° ano),-1,2024
RA-522,2.0,"2D",11,8.677711905,Topázio,8.0,10.0,9.5,7.5,9.0,"","",7.9,Fase 2 (5° e 6° ano),0,2024
RA-501,2.0,"2D",11,8.277947494,Topázio,7.0,10.0,8.0,7.5,8.8,"","",8.2,Fase 2 (5° e 6° ano),0,2024
RA-1466,2.0,"2D",12,8.21372381,Topázio,10.0,10.0,7.4,7.5,7.5,"","",8.1,Fase 2 (5° e 6° ano),0,2024
RA-502,2.0,"2D",10,8.502330952,Topázio,9.0,10.0,9.8,3.8,8.0,"","",8.8,Fase 2 (5° e 6° ano),0,2024
RA-1467,2.0,"2D",12,8.836711278,Topázio,9.0,10.0,9.0,7.5,9.3,"","",8.3,Fase 2 (5° e 6° ano),0,2024
RA-1468,2.0,"2D",12,8.128102882,Topázio,8.5,10.0,9.0,7.5,7.0,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-527,2.0,"2D",11,8.140366667,Topázio,9.0,10.0,10.0,7.5,6.0,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-1469,2.0,"2D",13,7.459755556,Ametista,8.5,5.0,9.4,7.5,4.8,"","",8.2,Fase 3 (7° e 8° ano),-1,2024
RA-1470,2.0,"2G",12,5.967421532,Quartzo,8.0,5.0,6.4,6.3,5.0,"","",5.4,Fase 3 (7° e 8° ano),-1,2024
RA-1471,2.0,"2G",13,7.404455435,Ametista,10.0,5.0,7.2,7.5,7.5,"","",7.2,Fase 3 (7° e 8° ano),-1,2024
RA-710,2.0,"2G",12,7.036624134,Ametista,9.2,5.0,8.2,5.6,6.8,"","",6.5,Fase 3 (7° e 8° ano),-1,2024
RA-1472,2.0,"2G",11,8.773575,Topázio,8.5,10.0,10.0,7.5,8.8,"","",8.1,Fase 2 (5° e 6° ano),0,2024
RA-837,2.0,"2G",10,7.964846739,Ametista,7.5,10.0,9.8,6.9,6.8,"","",7.6,Fase 2 (5° e 6° ano),0,2024
RA-549,2.0,"2G",12,6.539818789,Ágata,10.0,5.0,7.2,6.3,5.8,"","",5.9,Fase 3 (7° e 8° ano),-1,2024
RA-571,2.0,"2G",13,6.296455435,Ágata,7.0,5.0,8.7,4.4,5.3,"","",5.8,Fase 3 (7° e 8° ano),-1,2024
RA-731,2.0,"2G",12,4.770487338,Quartzo,9.5,5.0,4.2,4.4,2.5,"","",4.8,Fase 3 (7° e 8° ano),-1,2024
RA-706,2.0,"2G",11,5.870196429,Quartzo,0.0,10.0,7.1,6.3,3.3,"","",7.0,Fase 2 (5° e 6° ano),0,2024
RA-707,2.0,"2G",12,6.497561842,Ágata,7.9,5.0,7.7,4.4,6.5,"","",6.4,Fase 3 (7° e 8° ano),-1,2024
RA-1044,2.0,"2G",11,7.966711905,Ametista,7.5,10.0,9.5,7.5,7.0,"","",7.2,Fase 2 (5° e 6° ano),0,2024
RA-1054,2.0,"2G",13,6.985788509,Ágata,9.5,5.0,7.3,7.5,6.3,"","",6.8,Fase 3 (7° e 8° ano),-1,2024
RA-721,2.0,"2G",10,8.898602692,Topázio,9.0,10.0,9.5,8.1,8.3,"","",8.8,Fase 2 (5° e 6° ano),0,2024
RA-1473,2.0,"2G",13,6.689320601,Ágata,9.5,5.0,8.4,5.6,5.3,"","",6.4,Fase 3 (7° e 8° ano),-1,2024
RA-735,2.0,"2H",12,7.788846739,Ametista,8.0,5.0,9.8,6.3,8.0,"","",7.7,Fase 3 (7° e 8° ano),-1,2024
RA-712,2.0,"2H",13,6.223637371,Ágata,7.5,5.0,6.0,5.6,6.8,"","",6.0,Fase 3 (7° e 8° ano),-1,2024
RA-1103,2.0,"2H",11,7.861995031,Ametista,8.5,10.0,7.8,7.5,7.3,"","",7.5,Fase 2 (5° e 6° ano),0,2024
RA-570,2.0,"2H",12,6.813364079,Ágata,8.0,5.0,8.0,5.6,6.8,"","",6.4,Fase 3 (7° e 8° ano),-1,2024
RA-713,2.0,"2H",11,7.467500983,Ametista,8.0,10.0,7.5,7.5,6.8,"","",6.8,Fase 2 (5° e 6° ano),0,2024
RA-714,2.0,"2H",13,5.465366201,Quartzo,0.0,5.0,6.9,6.3,4.0,"","",7.0,Fase 3 (7° e 8° ano),-1,2024
RA-737,2.0,"2H",11,8.469548861,Topázio,8.5,10.0,8.7,6.9,9.3,"","",8.0,Fase 2 (5° e 6° ano),0,2024
RA-1474,2.0,"2H",11,7.384207505,Ametista,8.0,10.0,8.0,5.6,7.5,"","",6.3,Fase 2 (5° e 6° ano),0,2024
RA-1036,2.0,"2H",12,8.284130383,Topázio,10.0,10.0,9.1,7.5,7.0,"","",7.7,Fase 2 (5° e 6° ano),0,2024
RA-576,2.0,"2H",12,8.93195,Topázio,8.5,10.0,10.0,7.5,9.3,"","",8.5,Fase 2 (5° e 6° ano),0,2024
RA-577,2.0,"2H",12,6.62915911,Ágata,8.5,5.0,5.8,5.6,8.0,"","",6.5,Fase 3 (7° e 8° ano),-1,2024
RA-580,2.0,"2H",12,7.928152122,Ametista,9.0,5.0,8.9,7.5,9.3,"","",7.2,Fase 3 (7° e 8° ano),-1,2024
RA-581,2.0,"2H",12,7.083301553,Ametista,7.4,5.0,8.2,5.6,8.8,"","",6.2,Fase 3 (7° e 8° ano),-1,2024
RA-841,2.0,"2H",12,6.035771224,Ágata,10.0,5.0,6.3,7.5,3.3,"","",5.8,Fase 3 (7° e 8° ano),-1,2024
RA-730,2.0,"2I",11,8.469255556,Topázio,8.0,10.0,7.2,6.9,9.5,"","",8.7,Fase 2 (5° e 6° ano),0,2024
RA-855,2.0,"2I",10,8.578533333,Topázio,9.0,10.0,10.0,7.5,8.5,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-820,2.0,"2I",11,7.426572549,Ametista,10.0,10.0,6.6,7.5,6.3,"","",6.4,Fase 2 (5° e 6° ano),0,2024
RA-715,2.0,"2I",11,5.309825313,Quartzo,9.0,10.0,5.3,3.8,2.8,"","",4.7,Fase 2 (5° e 6° ano),0,2024
RA-1038,2.0,"2I",11,7.964638597,Ametista,8.0,10.0,7.5,7.5,8.5,"","",7.3,Fase 2 (5° e 6° ano),0,2024
RA-1475,2.0,"2I",10,7.413901754,Ametista,9.0,10.0,8.1,7.5,5.0,"","",7.0,Fase 2 (5° e 6° ano),0,2024
RA-1039,2.0,"2I",13,7.549644444,Ametista,8.0,5.0,9.7,7.5,7.3,"","",6.8,Fase 3 (7° e 8° ano),-1,2024
RA-745,2.0,"2I",11,8.6102,Topázio,9.0,10.0,10.0,6.3,8.5,"","",8.2,Fase 2 (5° e 6° ano),0,2024
RA-718,2.0,"2I",10,8.705811111,Topázio,10.0,10.0,9.5,5.6,9.5,"","",7.9,Fase 1 (3° e 4° ano),1,2024
RA-1040,2.0,"2I",12,7.7642,Ametista,9.5,5.0,8.5,7.5,8.3,"","",7.3,Fase 3 (7° e 8° ano),-1,2024
RA-746,2.0,"2I",10,7.903311111,Ametista,8.5,10.0,7.4,7.5,8.0,"","",7.3,Fase 2 (5° e 6° ano),0,2024
RA-1069,2.0,"2K",12,7.678917391,Ametista,9.0,10.0,7.1,7.5,6.3,"","",7.8,Fase 2 (5° e 6° ano),0,2024
RA-1476,2.0,"2K",11,8.80795,Topázio,9.5,10.0,10.0,5.6,8.5,"","",8.8,Fase 2 (5° e 6° ano),0,2024
RA-827,2.0,"2K",12,8.248346739,Topázio,10.0,10.0,9.8,5.0,7.3,"","",7.9,Fase 2 (5° e 6° ano),0,2024
RA-1477,2.0,"2K",11,7.051498913,Ametista,8.0,10.0,8.0,7.5,5.0,"","",6.3,Fase 2 (5° e 6° ano),0,2024
RA-762,2.0,"2K",14,5.967732609,Quartzo,10.0,5.0,6.4,6.3,3.8,"","",5.8,Fase 4 (9° ano),-2,2024
RA-778,2.0,"2K",11,8.075413959,Topázio,10.0,10.0,8.1,7.5,7.0,"","",7.7,Fase 2 (5° e 6° ano),0,2024
RA-591,2.0,"2K",13,6.836033696,Ágata,7.4,5.0,7.9,6.3,7.5,"","",6.5,Fase 3 (7° e 8° ano),-1,2024
RA-1478,2.0,"2K",11,6.721033333,Ágata,8.0,10.0,6.7,6.3,4.3,"","",7.1,Fase 2 (5° e 6° ano),0,2024
RA-829,2.0,"2K",10,9.171825,Topázio,9.5,10.0,9.8,9.4,8.0,"","",9.2,Fase 1 (3° e 4° ano),1,2024
RA-1479,2.0,"2K",12,6.615766239,Ágata,8.5,10.0,6.2,7.5,4.3,"","",6.0,Fase 2 (5° e 6° ano),0,2024
RA-1480,2.0,"2K",12,7.09445,Ametista,8.5,5.0,8.9,7.5,5.5,"","",7.0,Fase 3 (7° e 8° ano),-1,2024
RA-438,2.0,"2K",12,7.930283696,Ametista,9.2,5.0,8.7,7.5,8.3,"","",7.9,Fase 3 (7° e 8° ano),-1,2024
RA-607,2.0,"2K",12,7.648602174,Ametista,8.5,10.0,7.5,7.5,7.0,"","",7.2,Fase 2 (5° e 6° ano),0,2024
RA-1481,2.0,"2K",12,6.860721739,Ágata,8.5,5.0,8.8,7.5,4.8,"","",6.8,Fase 3 (7° e 8° ano),-1,2024
RA-1482,2.0,"2K",14,5.2257,Quartzo,8.5,5.0,5.0,7.5,0.0,"","",6.9,Fase 3 (7° e 8° ano),-1,2024
RA-1483,2.0,"2K",11,7.311433696,Ametista,9.5,10.0,7.9,7.5,6.5,"","",5.7,Fase 2 (5° e 6° ano),0,2024
RA-1484,2.0,"2L",14,7.7542,Ametista,9.0,5.0,10.0,6.3,7.0,"","",7.9,Fase 3 (7° e 8° ano),-1,2024
RA-1485,2.0,"2L",13,6.738687578,Ágata,9.0,5.0,7.7,5.6,5.0,"","",7.4,Fase 3 (7° e 8° ano),-1,2024
RA-1486,2.0,"2L",11,6.86547451,Ágata,8.0,10.0,5.4,6.3,5.8,"","",7.1,Fase 2 (5° e 6° ano),0,2024
RA-597,2.0,"2L",11,7.843291097,Ametista,9.0,10.0,9.3,7.5,6.0,"","",6.9,Fase 2 (5° e 6° ano),0,2024
RA-624,2.0,"2L",12,7.229425673,Ametista,8.0,10.0,8.2,7.5,4.0,"","",7.2,Fase 2 (5° e 6° ano),0,2024
RA-1487,2.0,"2L",13,8.026743478,Topázio,10.0,5.0,9.6,6.3,8.3,"","",7.8,Fase 3 (7° e 8° ano),-1,2024
RA-1488,2.0,"2L",11,6.766893582,Ágata,8.0,10.0,7.1,7.5,3.5,"","",6.7,Fase 2 (5° e 6° ano),0,2024
RA-1489,2.0,"2L",12,5.984228986,Quartzo,9.0,5.0,5.8,6.3,5.0,"","",5.7,Fase 3 (7° e 8° ano),-1,2024
RA-600,2.0,"2L",11,7.847373913,Ametista,8.0,10.0,8.0,7.5,7.5,"","",7.2,Fase 2 (5° e 6° ano),0,2024
RA-663,2.0,"2L",12,6.696419462,Ágata,8.5,5.0,7.1,5.6,6.5,"","",6.9,Fase 3 (7° e 8° ano),-1,2024
RA-1490,2.0,"2L",12,7.372576812,Ametista,8.5,5.0,9.6,6.3,7.8,"","",6.3,Fase 3 (7° e 8° ano),-1,2024
RA-1491,2.0,"2L",12,7.5072,Ametista,9.0,10.0,6.3,7.5,6.5,"","",7.8,Fase 2 (5° e 6° ano),0,2024
RA-1573,4.0,"4C",16,6.743847969,Ágata,9.2,5.0,6.1,6.3,5.0,"","",8.6,Fase 5 (1° EM),-1,2024
RA-1066,2.0,"2L",11,7.93262236,Ametista,9.5,10.0,8.4,6.3,7.3,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-630,2.0,"2L",11,6.879985507,Ágata,0.0,10.0,8.5,7.5,5.8,"","",7.7,Fase 2 (5° e 6° ano),0,2024
RA-1492,2.0,"2L",9,8.479020513,Topázio,8.0,10.0,8.8,7.5,8.0,"","",8.5,Fase 1 (3° e 4° ano),1,2024
RA-834,2.0,"2L",11,8.51364617,Topázio,8.0,10.0,9.1,6.3,8.8,"","",8.7,Fase 2 (5° e 6° ano),0,2024
RA-784,2.0,"2M",11,8.885745455,Topázio,8.0,10.0,9.8,5.6,8.8,"","",9.4,Fase 2 (5° e 6° ano),0,2024
RA-1059,2.0,"2M",11,8.67845,Topázio,8.0,10.0,10.0,6.3,7.5,"","",9.2,Fase 2 (5° e 6° ano),0,2024
RA-612,2.0,"2M",12,9.134040909,Topázio,8.0,10.0,9.5,6.3,9.8,"","",9.4,Fase 2 (5° e 6° ano),0,2024
RA-1060,2.0,"2M",12,6.448416667,Ágata,9.6,10.0,6.0,6.3,3.3,"","",6.2,Fase 2 (5° e 6° ano),0,2024
RA-761,2.0,"2M",11,8.174593939,Topázio,8.5,10.0,8.9,6.3,7.3,"","",8.0,Fase 2 (5° e 6° ano),0,2024
RA-1493,2.0,"2M",12,6.378661324,Ágata,8.5,5.0,7.8,7.5,4.0,"","",5.9,Fase 3 (7° e 8° ano),-1,2024
RA-665,2.0,"2M",12,5.69870303,Quartzo,8.3,5.0,5.1,5.6,4.8,"","",5.4,Fase 3 (7° e 8° ano),-1,2024
RA-1115,2.0,"2M",12,6.570068687,Ágata,8.0,10.0,4.3,7.5,6.3,"","",5.8,Fase 2 (5° e 6° ano),0,2024
RA-1061,2.0,"2M",11,8.76595,Topázio,8.5,10.0,10.0,6.3,8.5,"","",8.7,Fase 2 (5° e 6° ano),0,2024
RA-1494,2.0,"2M",11,5.874882353,Quartzo,0.0,10.0,6.8,7.5,4.3,"","",5.8,Fase 2 (5° e 6° ano),0,2024
RA-1495,2.0,"2M",11,8.48450303,Topázio,9.0,10.0,8.3,7.5,8.3,"","",8.2,Fase 2 (5° e 6° ano),0,2024
RA-606,2.0,"2M",11,6.645260606,Ágata,8.5,10.0,7.6,6.9,3.3,"","",5.6,Fase 2 (5° e 6° ano),0,2024
RA-594,2.0,"2M",12,6.890966667,Ágata,6.9,10.0,5.8,6.3,7.0,"","",6.1,Fase 2 (5° e 6° ano),0,2024
RA-1496,2.0,"2M",12,6.77997381,Ágata,9.0,10.0,5.7,7.5,4.3,"","",6.8,Fase 2 (5° e 6° ano),0,2024
RA-1497,2.0,"2M",12,5.242378788,Quartzo,0.0,10.0,5.0,7.5,2.0,"","",7.0,Fase 2 (5° e 6° ano),0,2024
RA-1498,2.0,"2M",13,7.147881818,Ametista,8.5,5.0,7.8,7.5,7.0,"","",6.3,Fase 3 (7° e 8° ano),-1,2024
RA-1499,2.0,"2N",12,7.9148,Ametista,8.4,10.0,9.3,6.9,6.5,"","",7.1,Fase 2 (5° e 6° ano),0,2024
RA-788,2.0,"2N",10,7.922106827,Ametista,8.4,10.0,9.5,6.3,5.8,"","",7.8,Fase 2 (5° e 6° ano),0,2024
RA-1500,2.0,"2N",11,7.36045,Ametista,9.5,10.0,8.3,6.9,3.5,"","",7.6,Fase 2 (5° e 6° ano),0,2024
RA-777,2.0,"2N",10,7.563515408,Ametista,8.0,10.0,8.8,7.5,4.5,"","",7.7,Fase 2 (5° e 6° ano),0,2024
RA-1063,2.0,"2N",12,7.27925,Ametista,5.3,5.0,9.8,7.5,7.8,"","",6.1,Fase 3 (7° e 8° ano),-1,2024
RA-664,2.0,"2N",12,7.501724409,Ametista,9.0,10.0,6.8,7.5,5.8,"","",7.7,Fase 2 (5° e 6° ano),0,2024
RA-1501,2.0,"2N",11,8.04495,Topázio,9.5,10.0,10.0,7.5,5.0,"","",7.5,Fase 2 (5° e 6° ano),0,2024
RA-764,2.0,"2N",10,7.83837029,Ametista,8.0,10.0,7.9,7.5,6.0,"","",8.3,Fase 2 (5° e 6° ano),0,2024
RA-1064,2.0,"2N",11,8.980235088,Topázio,9.5,10.0,9.7,7.5,8.5,"","",8.8,Fase 2 (5° e 6° ano),0,2024
RA-1065,2.0,"2N",11,8.863493478,Topázio,9.5,10.0,8.8,6.3,9.3,"","",8.8,Fase 2 (5° e 6° ano),0,2024
RA-1502,2.0,"2N",12,6.886091026,Ágata,8.0,5.0,7.6,7.5,5.3,"","",7.4,Fase 3 (7° e 8° ano),-1,2024
RA-781,2.0,"2N",11,8.496283333,Topázio,8.0,10.0,9.8,7.5,7.3,"","",8.5,Fase 2 (5° e 6° ano),0,2024
RA-608,2.0,"2N",11,5.778986232,Quartzo,9.0,10.0,3.1,6.9,4.3,"","",5.1,Fase 2 (5° e 6° ano),0,2024
RA-796,2.0,"2P",12,7.052457703,Ametista,8.5,5.0,8.2,7.5,5.3,"","",7.3,Fase 3 (7° e 8° ano),-1,2024
RA-797,2.0,"2P",12,6.597315152,Ágata,9.2,5.0,4.8,7.5,7.3,"","",6.7,Fase 3 (7° e 8° ano),-1,2024
RA-636,2.0,"2P",12,6.380227911,Ágata,8.0,10.0,4.9,7.5,5.3,"","",5.6,Fase 2 (5° e 6° ano),0,2024
RA-1140,2.0,"2P",12,7.347388038,Ametista,6.8,10.0,6.1,7.5,7.0,"","",7.4,Fase 2 (5° e 6° ano),0,2024
RA-1503,2.0,"2P",13,6.9917,Ágata,7.5,5.0,10.0,7.5,2.8,"","",7.7,Fase 3 (7° e 8° ano),-1,2024
RA-814,2.0,"2P",11,7.971648485,Ametista,7.4,10.0,9.1,7.5,7.5,"","",7.1,Fase 2 (5° e 6° ano),0,2024
RA-637,2.0,"2P",12,7.685321212,Ametista,7.5,10.0,6.2,7.5,7.8,"","",7.8,Fase 2 (5° e 6° ano),0,2024
RA-652,2.0,"2P",11,7.36189697,Ametista,8.0,10.0,6.9,7.5,5.5,"","",7.7,Fase 2 (5° e 6° ano),0,2024
RA-816,2.0,"2P",11,8.929745455,Topázio,7.0,10.0,9.8,7.5,9.3,"","",8.8,Fase 2 (5° e 6° ano),0,2024
RA-1504,2.0,"2P",12,6.057060606,Ágata,7.5,5.0,4.6,5.6,6.8,"","",6.9,Fase 3 (7° e 8° ano),-1,2024
RA-638,2.0,"2P",11,6.746487879,Ágata,8.5,10.0,5.7,7.5,5.0,"","",5.9,Fase 2 (5° e 6° ano),0,2024
RA-1505,2.0,"2P",13,6.719917172,Ágata,9.5,5.0,7.5,7.5,3.8,"","",6.9,Fase 3 (7° e 8° ano),-1,2024
RA-643,2.0,"2P",12,6.402239075,Ágata,9.0,5.0,6.9,7.5,4.5,"","",5.8,Fase 3 (7° e 8° ano),-1,2024
RA-645,2.0,"2P",12,7.502239394,Ametista,7.4,10.0,8.4,7.5,5.3,"","",7.6,Fase 2 (5° e 6° ano),0,2024
RA-1068,2.0,"2R",11,9.01500303,Topázio,9.5,10.0,9.1,7.5,9.5,"","",8.7,Fase 2 (5° e 6° ano),0,2024
RA-798,2.0,"2R",12,4.674365368,Quartzo,6.8,5.0,3.5,7.5,4.8,"","",2.9,Fase 3 (7° e 8° ano),-1,2024
RA-799,2.0,"2R",11,7.702648485,Ametista,7.9,10.0,9.1,7.5,5.3,"","",7.5,Fase 2 (5° e 6° ano),0,2024
RA-1506,2.0,"2R",11,7.151855844,Ametista,8.0,10.0,8.4,7.5,3.5,"","",7.9,Fase 2 (5° e 6° ano),0,2024
RA-802,2.0,"2R",11,7.831797403,Ametista,7.5,10.0,7.0,7.5,8.8,"","",6.7,Fase 2 (5° e 6° ano),0,2024
